"","L","Z","A","Y"
"8047",1,17,8,2500
"8048",0,9,12,0
"8049",1,13,12,7500
"8050",0,346,8,1600
"8051",0,15,12,752
"8052",1,2,12,21000
"8053",0,19,10,0
"8054",1,15,12,15000
"8055",1,2,11,7000
"8056",1,19,12,5581
"8057",0,1,10,4500
"8058",0,17,13,15545
"8059",1,13,9,2400
"8060",0,2,15,9900
"8061",1,1,12,13200
"8062",1,13,9,2000
"8063",1,13,11,6000
"8064",0,15,12,2500
"8065",1,39,12,2300
"8066",0,16,12,6000
"8067",1,9,11,1895
"8068",0,13,14,0
"8069",1,19,10,0
"8070",0,16,17,700
"8071",0,19,10,7000
"8072",0,16,13,0
"8073",0,19,12,2180
"8074",0,39,12,6212
"8075",1,0,12,4500
"8076",1,15,12,2400
"8077",1,1,12,400
"8078",0,13,10,0
"8079",0,17,12,3107
"8080",0,16,12,4550
"8081",1,16,12,1200
"8082",1,28,15,0
"8083",1,9,15,3000
"8084",1,39,11,4583
"8085",0,13,12,1603
"8086",0,13,12,6760
"8087",1,9,10,0
"8088",0,9,12,900
"8089",0,1,12,6006
"8090",1,9,10,0
"8091",0,13,11,5000
"8092",0,1,14,875
"8093",1,28,12,1000
"8094",0,9,14,0
"8095",0,15,14,0
"8096",1,19,8,180
"8097",1,13,12,870
"8098",1,28,14,0
"8099",0,17,13,0
"8100",1,13,12,5600
"8101",1,13,12,0
"8102",1,16,12,0
"8103",0,1,10,0
"8104",0,39,12,3400
"8105",1,19,11,8663
"8106",0,37,12,1290
"8107",0,1,11,397
"8108",0,15,16,16800
"8109",1,17,11,5000
"8110",0,39,13,0
"8111",1,13,12,16000
"8112",0,16,12,0
"8113",1,1,10,10803
"8114",0,1,12,15000
"8115",1,17,14,0
"8116",0,16,13,10000
"8117",1,40,12,7200
"8118",0,13,12,0
"8119",1,15,12,1200
"8120",0,13,12,1000
"8121",1,37,12,10000
"8122",1,39,11,9000
"8123",1,13,12,0
"8124",0,39,13,375
"8125",0,28,11,200
"8126",1,0,10,19609
"8127",1,39,12,16500
"8128",0,1,12,10000
"8129",0,13,9,5000
"8130",0,5,11,0
"8131",0,1,12,4300
"8132",0,17,12,2165
"8133",0,16,12,5502
"8134",0,16,14,0
"8135",1,346,13,7000
"8136",1,19,12,540
"8137",1,17,12,5742
"8138",1,37,12,0
"8139",1,0,16,0
"8140",0,13,12,5400
"8141",1,1,10,7800
"8142",0,16,12,0
"8143",0,1,12,0
"8144",0,2,9,6000
"8145",1,2,16,3000
"8146",1,28,10,1000
"8147",1,19,12,6000
"8148",1,13,12,2600
"8149",1,9,12,11000
"8150",1,40,16,10000
"8151",1,13,11,1750
"8152",1,13,12,9700
"8153",0,16,14,7000
"8154",0,13,12,3000
"8155",0,37,12,5760
"8156",0,15,13,0
"8157",0,16,12,6488
"8158",0,5,12,1140
"8159",0,13,12,10100
"8160",1,28,13,6000
"8161",1,13,8,5300
"8162",0,15,11,1180
"8163",0,17,12,7500
"8164",1,39,12,5000
"8165",1,39,10,6000
"8166",0,39,12,0
"8167",0,1,9,8000
"8168",0,16,12,9200
"8169",1,5,10,9000
"8170",0,13,12,5743
"8171",1,39,12,16204
"8172",0,17,13,0
"8173",1,1,12,54
"8174",0,13,14,5000
"8175",0,28,12,6192
"8176",0,19,11,0
"8177",0,2,12,0
"8178",0,28,13,360
"8179",1,13,12,0
"8180",1,9,9,145
"8181",0,13,13,3500
"8182",1,13,12,0
"8183",1,39,8,100
"8184",0,13,12,3500
"8185",1,9,12,0
"8186",0,13,12,400
"8187",0,13,12,9898
"8188",1,16,13,7600
"8189",0,19,11,2144
"8190",0,17,12,2460
"8191",1,13,12,0
"8192",0,17,10,0
"8193",0,16,10,160
"8194",1,13,9,10000
"8195",1,13,12,125
"8196",0,15,16,0
"8197",1,13,16,1200
"8198",0,17,12,256
"8199",1,19,17,0
"8200",0,16,9,3925
"8201",0,13,13,310
"8202",0,13,12,1100
"8203",0,13,11,218
"8204",0,1,12,1600
"8205",1,15,12,4000
"8206",1,1,8,3000
"8207",1,16,17,3500
"8208",1,37,12,12000
"8209",1,2,11,0
"8210",1,37,12,10000
"8211",1,37,11,22000
"8212",0,17,12,0
"8213",0,2,8,2130
"8214",1,28,13,0
"8215",0,13,12,8000
"8216",0,13,12,1500
"8217",1,0,14,3832
"8218",1,1,8,3000
"8219",0,16,15,3442
"8220",0,13,12,16000
"8221",0,9,13,4600
"8222",0,39,12,2658
"8223",0,1,10,200
"8224",0,1,12,1366
"8225",0,13,11,6000
"8226",1,13,13,14000
"8227",0,16,13,1448
"8228",1,9,13,135
"8229",0,5,13,0
"8230",0,13,12,0
"8231",0,0,11,444
"8232",0,13,12,3000
"8233",1,13,12,400
"8234",0,13,13,0
"8235",0,13,12,3000
"8236",0,28,11,0
"8237",1,13,12,4000
"8238",1,1,12,1067
"8239",1,13,11,10100
"8240",1,17,12,0
"8241",0,13,12,5000
"8242",0,17,12,3000
"8243",0,9,12,0
"8244",1,19,16,2000
"8245",1,13,11,1500
"8246",1,13,10,2500
"8247",0,39,10,9720
"8248",1,37,12,22000
"8249",1,1,8,7920
"8250",0,16,14,7079
"8251",0,17,9,1540
"8252",1,9,8,4560
"8253",0,13,12,2600
"8254",0,0,11,4000
"8255",0,1,12,500
"8256",0,19,9,0
"8257",1,1,11,98
"8258",0,15,12,0
"8259",0,13,12,69
"8260",1,15,12,2000
"8261",1,28,9,1200
"8262",1,13,8,528
"8263",0,37,8,0
"8264",1,17,16,7000
"8265",0,19,12,0
"8266",1,15,10,3500
"8267",1,2,11,4000
"8268",0,13,11,7741
"8269",1,2,13,6000
"8270",0,16,12,1000
"8271",0,9,13,2897
"8272",1,9,17,7000
"8273",0,39,10,2605
"8274",1,13,13,6530
"8275",0,37,12,5630
"8276",1,16,12,5719
"8277",0,1,12,9600
"8278",0,15,15,1260
"8279",0,5,12,4200
"8280",0,19,12,1440
"8281",1,2,12,900
"8282",1,13,12,10500
"8283",1,16,10,800
"8284",0,17,8,0
"8285",0,2,11,0
"8286",1,37,12,1000
"8287",0,1,11,0
"8288",1,13,10,0
"8289",0,13,12,6000
"8290",1,28,12,0
"8291",0,37,12,1917
"8292",0,13,12,9600
"8293",0,13,16,0
"8294",0,16,11,3300
"8295",1,28,12,0
"8296",1,9,12,200
"8297",0,1,12,2743
"8298",1,13,12,3000
"8299",1,15,11,700
"8300",0,37,12,1500
"8301",1,15,12,3500
"8302",0,17,12,144
"8303",1,0,10,980
"8304",0,40,10,4500
"8305",0,16,10,1249
"8306",1,19,11,6333
"8307",1,13,13,3000
"8308",0,39,12,3000
"8309",0,37,8,0
"8310",1,13,9,3500
"8311",0,39,12,0
"8312",1,5,12,4800
"8313",1,39,12,1164
"8314",0,13,11,7265
"8315",1,13,13,0
"8316",0,15,13,3000
"8317",0,17,11,0
"8318",0,39,12,4500
"8319",0,17,12,8830
"8320",1,13,12,12050
"8321",0,16,10,0
"8322",0,2,14,170
"8323",0,17,8,0
"8324",0,1,8,0
"8325",0,19,11,0
"8326",0,13,12,1100
"8327",1,0,11,4237
"8328",0,13,12,10000
"8329",1,16,8,4418
"8330",1,37,14,1700
"8331",0,17,8,275
"8332",0,39,14,4400
"8333",1,37,12,7000
"8334",1,13,12,0
"8335",1,13,13,4350
"8336",0,16,12,3500
"8337",1,13,18,0
"8338",0,13,8,160
"8339",0,16,10,10000
"8340",1,15,11,69
"8341",0,13,12,3400
"8342",1,0,16,4866
"8343",0,15,9,89
"8344",0,13,9,0
"8345",1,39,11,1500
"8346",0,19,10,2240
"8347",1,13,12,14000
"8348",0,1,10,0
"8349",0,1,12,0
"8350",1,346,11,0
"8351",1,37,12,0
"8352",0,19,12,8000
"8353",0,13,14,3000
"8354",0,16,12,0
"8355",1,9,12,1500
"8356",0,2,12,200
"8357",0,13,17,10800
"8358",1,15,12,4000
"8359",0,13,12,0
"8360",0,13,12,50
"8361",0,1,9,75
"8362",1,19,15,6600
"8363",0,13,11,3600
"8364",1,13,12,590
"8365",1,13,16,3500
"8366",0,39,15,2040
"8367",1,13,10,3500
"8368",0,39,12,0
"8369",1,19,14,2500
"8370",1,5,8,7500
"8371",1,9,11,2000
"8372",1,13,10,1800
"8373",0,17,16,3892
"8374",0,28,12,8597
"8375",0,2,9,0
"8376",0,19,8,0
"8377",0,13,12,2500
"8378",1,2,9,3000
"8379",0,39,10,1100
"8380",1,2,8,3400
"8381",1,28,14,0
"8382",0,0,11,0
"8383",1,2,12,1400
"8384",0,16,10,0
"8385",1,1,11,0
"8386",1,19,10,7680
"8387",1,13,13,0
"8388",1,39,10,200
"8389",1,13,12,2000
"8390",0,13,13,0
"8391",1,2,12,250
"8392",1,13,13,0
"8393",1,40,11,10780
"8394",1,13,8,800
"8395",1,1,14,1000
"8396",1,13,10,1300
"8397",1,1,12,2100
"8398",1,1,12,5000
"8399",1,39,14,250
"8400",0,17,12,3828
"8401",1,39,15,1100
"8402",0,1,12,5628
"8403",1,17,12,168
"8404",1,16,16,1000
"8405",1,9,12,3435
"8406",0,1,8,0
"8407",1,13,12,11730
"8408",0,9,13,0
"8409",0,37,10,5700
"8410",0,19,12,600
"8411",0,17,12,0
"8412",1,13,8,10800
"8413",0,13,12,6000
"8414",0,1,12,8500
"8415",1,16,9,4520
"8416",1,13,12,1100
"8417",1,5,11,15000
"8418",1,13,12,1500
"8419",0,19,8,0
"8420",1,9,13,1200
"8421",1,16,11,4000
"8422",1,13,8,4000
"8423",1,9,16,0
"8424",1,9,8,0
"8425",0,16,12,4094
"8426",0,1,12,1000
"8427",0,16,12,1300
"8428",1,2,10,2000
"8429",1,13,13,2300
"8430",0,1,10,0
"8431",1,13,12,1440
"8432",0,19,13,0
"8433",0,1,11,1060
"8434",1,16,12,8190
"8435",1,13,12,1500
"8436",1,37,15,20000
"8437",0,28,8,0
"8438",0,13,10,1370
"8439",1,1,12,9320
"8440",0,13,14,12000
"8441",0,9,11,0
"8442",1,0,9,0
"8443",0,9,12,0
"8444",1,19,12,10500
"8445",0,39,11,8000
"8446",1,13,12,150
"8447",0,19,11,250
"8448",1,16,12,4198
"8449",0,13,13,5994
"8450",1,1,11,2000
"8451",1,13,8,0
"8452",1,15,12,4400
"8453",1,13,14,12000
"8454",0,39,11,10500
"8455",0,28,9,0
"8456",0,13,12,10
"8457",1,15,12,8600
"8458",1,19,8,250
"8459",1,13,13,3300
"8460",0,39,13,3500
"8461",0,39,12,2714
"8462",0,17,12,2556
"8463",0,2,12,0
"8464",0,37,12,4000
"8465",1,1,12,98
"8466",1,13,12,10114
"8467",0,17,11,2040
"8468",1,15,14,0
"8469",0,13,10,0
"8470",1,19,11,0
"8471",1,13,12,6000
"8472",1,39,12,1260
"8473",1,19,8,0
"8474",0,13,8,0
"8475",1,9,12,11655
"8476",1,2,12,0
"8477",1,13,12,3050
"8478",1,37,11,4868
"8479",0,39,12,2500
"8480",0,13,12,9000
"8481",0,16,16,9000
"8482",0,19,12,5610
"8483",1,39,12,0
"8484",0,0,12,9465
"8485",1,15,12,2500
"8486",1,39,12,1055
"8487",0,13,12,0
"8488",1,39,10,0
"8489",0,2,12,77
"8490",0,2,13,0
"8491",0,28,7,0
"8492",0,28,12,0
"8493",1,13,16,5892
"8494",0,9,8,140
"8495",1,5,12,12262
"8496",1,15,12,4860
"8497",0,1,10,700
"8498",1,16,12,3711
"8499",0,1,11,1020
"8500",1,13,12,5800
"8501",1,9,10,85
"8502",1,1,12,1244
"8503",0,1,10,0
"8504",0,9,14,435
"8505",1,13,12,22389
"8506",1,16,12,18800
"8507",0,13,12,2400
"8508",1,17,12,10500
"8509",0,9,10,0
"8510",1,13,10,5000
"8511",0,1,8,0
"8512",1,19,12,728
"8513",0,19,12,4900
"8514",0,37,9,0
"8515",1,13,12,3000
"8516",0,16,12,0
"8517",0,1,12,1200
"8518",1,19,11,2000
"8519",1,13,15,500
"8520",1,1,10,17
"8521",1,2,12,7168
"8522",0,39,11,6700
"8523",1,15,12,11000
"8524",0,17,12,2500
"8525",1,16,11,0
"8526",1,19,7,0
"8527",0,15,16,180
"8528",0,1,9,0
"8529",1,39,14,0
"8530",0,13,12,4000
"8531",0,17,14,0
"8532",1,17,12,5240
"8533",0,13,12,640
"8534",0,15,14,0
"8535",1,16,13,2512
"8536",1,2,10,0
"8537",1,15,12,1200
"8538",0,17,16,224
"8539",1,13,10,7000
"8540",0,1,9,0
"8541",1,16,17,0
"8542",1,37,13,2000
"8543",0,19,10,5400
"8544",0,13,12,5900
"8545",0,1,10,48
"8546",1,13,11,0
"8547",0,13,10,2310
"8548",1,17,13,5000
"8549",0,13,8,468
"8550",0,0,10,2282
"8551",1,9,11,2300
"8552",0,13,12,3000
"8553",0,16,11,5212
"8554",0,13,12,6000
"8555",0,13,12,2652
"8556",0,0,12,2900
"8557",1,0,12,0
"8558",0,40,12,0
"8559",0,13,10,0
"8560",1,39,16,5280
"8561",0,2,12,0
"8562",1,9,12,500
"8563",1,0,10,402
"8564",1,39,12,2500
"8565",0,16,15,4266
"8566",0,346,13,2912
"8567",0,15,15,6000
"8568",1,13,12,12000
"8569",0,16,8,1600
"8570",0,1,9,0
"8571",0,17,11,299
"8572",0,2,13,6000
"8573",1,19,16,1600
"8574",1,2,13,275
"8575",0,346,11,0
"8576",1,13,12,4000
"8577",0,1,12,98
"8578",0,16,12,1300
"8579",0,17,12,500
"8580",1,13,12,500
"8581",1,28,13,4790
"8582",1,19,11,1080
"8583",1,17,16,1739
"8584",0,5,11,3000
"8585",1,15,12,9000
"8586",0,13,11,0
"8587",0,17,12,9000
"8588",0,15,12,2000
"8589",0,13,12,0
"8590",1,13,10,6000
"8591",0,16,13,3287
"8592",0,13,10,11500
"8593",1,2,10,1500
"8594",0,13,12,7000
"8595",1,39,11,2500
"8596",1,40,8,0
"8597",0,13,12,0
"8598",1,39,11,7800
"8599",0,17,12,8161
"8600",0,2,13,2700
"8601",0,9,8,0
"8602",1,39,16,5985
"8603",0,17,11,0
"8604",1,19,9,8462
"8605",0,19,11,0
"8606",0,9,11,1200
"8607",1,17,12,1500
"8608",1,13,12,11000
"8609",0,1,10,0
"8610",1,13,10,0
"8611",0,40,12,10000
"8612",1,13,16,912
"8613",1,13,11,1400
"8614",1,2,12,2500
"8615",0,19,12,2500
"8616",0,13,10,6840
"8617",1,19,17,1000
"8618",0,13,9,465
"8619",0,17,11,4368
"8620",1,13,10,7000
"8621",0,1,12,3500
"8622",1,13,12,1500
"8623",1,2,8,5620
"8624",1,39,14,4800
"8625",1,28,8,0
"8626",0,16,9,1688
"8627",1,16,16,7200
"8628",0,9,16,1700
"8629",1,13,10,3000
"8630",0,16,9,0
"8631",0,13,10,0
"8632",0,0,16,0
"8633",0,15,14,40
"8634",1,1,14,4522
"8635",0,13,8,7000
"8636",0,19,14,0
"8637",0,39,11,1154
"8638",0,5,14,300
"8639",1,15,14,3000
"8640",0,9,9,0
"8641",0,17,12,0
"8642",1,9,12,2000
"8643",0,16,15,0
"8644",0,16,13,6000
"8645",0,2,12,0
"8646",1,13,8,1900
"8647",0,15,11,134
"8648",0,16,11,1000
"8649",0,19,12,7000
"8650",0,13,11,6000
"8651",0,1,8,0
"8652",1,16,12,10184
"8653",0,28,10,5000
"8654",1,17,12,3000
"8655",0,17,12,933
"8656",1,15,12,13000
"8657",1,17,15,5000
"8658",1,1,11,1400
"8659",0,19,12,0
"8660",0,9,9,1500
"8661",1,39,14,6000
"8662",0,19,11,0
"8663",0,1,13,3497
"8664",1,1,8,824
"8665",1,0,12,6500
"8666",0,39,14,4019
"8667",0,39,12,5000
"8668",0,16,10,2193
"8669",0,1,12,2112
"8670",0,13,12,10000
"8671",1,0,12,12765
"8672",1,39,14,2700
"8673",1,19,12,0
"8674",1,28,12,300
"8675",0,19,12,0
"8676",0,13,10,720
"8677",1,39,11,600
"8678",0,28,14,4800
"8679",1,16,15,5600
"8680",0,39,15,0
"8681",0,13,12,0
"8682",1,39,12,20000
"8683",1,39,12,5600
"8684",0,1,11,0
"8685",0,19,9,720
"8686",1,1,17,6000
"8687",1,19,15,4000
"8688",0,39,12,5592
"8689",0,9,8,0
"8690",0,17,12,0
"8691",0,37,12,400
"8692",1,13,14,12500
"8693",1,2,12,9000
"8694",0,13,12,3805
"8695",1,39,10,4500
"8696",0,37,9,2064
"8697",1,13,12,0
"8698",0,13,10,960
"8699",0,1,12,5850
"8700",1,16,12,5947
"8701",0,17,12,2937
"8702",1,0,12,2218
"8703",0,28,12,0
"8704",1,19,11,3360
"8705",1,19,10,1900
"8706",0,19,8,0
"8707",1,13,15,5000
"8708",0,13,12,7500
"8709",0,5,12,8904
"8710",1,19,17,0
"8711",1,13,8,0
"8712",0,17,9,100
"8713",0,19,11,0
"8714",0,17,12,11000
"8715",1,17,12,4000
"8716",0,13,9,7200
"8717",1,16,12,303
"8718",0,28,10,100
"8719",0,13,11,2000
"8720",1,13,12,104
"8721",1,2,12,3000
"8722",1,17,12,2000
"8723",0,17,11,10000
"8724",1,2,12,2200
"8725",0,13,14,11869
"8726",0,16,13,0
"8727",0,2,9,1500
"8728",1,9,11,2737
"8729",0,17,12,6000
"8730",0,15,10,6390
"8731",1,15,12,0
"8732",0,13,11,12000
"8733",0,13,12,0
"8734",0,13,14,4000
"8735",1,13,13,3000
"8736",1,17,12,10050
"8737",1,13,9,0
"8738",0,19,10,0
"8739",0,16,13,504
"8740",0,13,9,360
"8741",1,13,12,100
"8742",0,9,10,8640
"8743",0,16,8,8600
"8744",1,13,10,3200
"8745",0,19,17,1600
"8746",0,13,12,3000
"8747",0,5,12,1200
"8748",0,16,15,550
"8749",1,13,13,2560
"8750",0,17,16,3677
"8751",1,13,12,1800
"8752",0,13,13,7488
"8753",1,16,13,12723
"8754",0,0,12,0
"8755",0,39,12,1500
"8756",1,9,9,402
"8757",0,19,12,7992
"8758",1,13,12,8000
"8759",0,37,14,6000
"8760",1,1,8,1000
"8761",1,19,13,0
"8762",1,16,16,9000
"8763",1,39,14,3825
"8764",1,13,10,6000
"8765",0,5,10,0
"8766",1,19,8,0
"8767",1,17,10,1300
"8768",1,37,14,1750
"8769",0,19,8,0
"8770",1,13,16,4800
"8771",0,16,16,0
"8772",1,16,14,10230
"8773",1,13,12,0
"8774",1,39,12,2000
"8775",1,13,11,2000
"8776",1,0,12,4500
"8777",0,17,9,0
"8778",0,15,13,671
"8779",1,13,12,8000
"8780",1,19,16,3000
"8781",1,13,9,8600
"8782",0,17,8,1110
"8783",0,17,12,3500
"8784",0,1,8,7571
"8785",0,13,12,2200
"8786",0,13,12,0
"8787",1,39,12,6500
"8788",0,13,12,3000
"8789",0,13,8,8372
"8790",0,1,11,0
"8791",1,13,12,500
"8792",0,39,15,8394
"8793",1,15,12,5000
"8794",0,17,16,4832
"8795",0,39,12,1200
"8796",0,13,10,0
"8797",1,13,12,1500
"8798",1,15,13,2100
"8799",0,16,8,1400
"8800",0,15,12,725
"8801",0,17,13,0
"8802",0,2,9,0
"8803",1,19,13,4958
"8804",0,9,12,8000
"8805",0,19,15,5720
"8806",0,13,12,1000
"8807",1,39,10,5394
"8808",0,39,12,0
"8809",0,1,9,0
"8810",1,1,12,0
"8811",0,13,12,630
"8812",1,16,12,21246
"8813",0,2,13,2200
"8814",0,13,12,5500
"8815",1,13,12,5565
"8816",0,16,14,4902
"8817",1,13,8,9347
"8818",0,39,12,5432
"8819",0,1,10,6000
"8820",1,19,10,0
"8821",1,16,11,1601
"8822",1,13,12,11840
"8823",1,17,16,11000
"8824",0,13,9,2974
"8825",0,13,12,0
"8826",1,0,12,640
"8827",1,2,12,3000
"8828",1,39,8,3178
"8829",0,13,9,3700
"8830",1,13,11,3000
"8831",0,37,12,442
"8832",0,9,13,1760
"8833",1,13,12,12000
"8834",0,40,12,0
"8835",1,2,14,7050
"8836",0,13,12,3000
"8837",1,0,9,5000
"8838",1,13,11,10300
"8839",0,16,12,711
"8840",0,13,13,15000
"8841",0,16,11,900
"8842",1,39,12,1800
"8843",0,13,13,5382
"8844",0,17,13,2300
"8845",1,37,12,28
"8846",1,13,8,0
"8847",0,19,10,0
"8848",1,13,16,5000
"8849",0,13,12,3800
"8850",0,13,13,0
"8851",1,13,10,7850
"8852",0,13,11,3000
"8853",0,13,13,5200
"8854",0,0,13,155
"8855",1,13,12,200
"8856",1,15,13,200
"8857",0,0,11,507
"8858",1,13,15,3500
"8859",0,13,12,6100
"8860",0,1,12,0
"8861",0,37,11,0
"8862",1,39,11,1094
"8863",1,17,12,0
"8864",1,37,14,0
"8865",1,1,12,98
"8866",1,16,11,2000
"8867",1,2,14,7000
"8868",0,13,11,9064
"8869",0,17,12,3100
"8870",1,19,8,200
"8871",0,16,12,14000
"8872",1,13,14,23
"8873",1,13,16,0
"8874",0,28,10,8000
"8875",1,28,16,0
"8876",1,13,12,0
"8877",1,9,11,200
"8878",1,2,15,9600
"8879",0,13,13,9000
"8880",0,9,12,0
"8881",0,1,11,0
"8882",1,13,12,0
"8883",1,37,16,11000
"8884",0,9,12,1407
"8885",1,13,13,5000
"8886",1,28,12,3400
"8887",1,346,12,3840
"8888",0,13,12,10000
"8889",0,13,12,0
"8890",0,15,15,40
"8891",0,17,11,0
"8892",1,15,13,150
"8893",1,13,12,7000
"8894",1,13,9,10000
"8895",1,16,14,5000
"8896",1,16,12,14469
"8897",1,13,12,3500
"8898",0,13,12,200
"8899",1,9,9,0
"8900",1,13,12,4791
"8901",1,0,12,7500
"8902",1,37,12,12600
"8903",1,19,14,14000
"8904",0,2,12,10056
"8905",0,17,12,6000
"8906",0,16,12,0
"8907",0,0,9,1120
"8908",1,13,12,200
"8909",0,19,8,0
"8910",1,13,10,1031
"8911",0,15,14,5220
"8912",0,9,12,98
"8913",1,1,12,2512
"8914",0,16,12,2500
"8915",1,16,12,6030
"8916",1,2,10,0
"8917",1,13,14,129
"8918",0,1,8,6438
"8919",0,1,12,2768
"8920",0,16,17,5294
"8921",0,9,14,0
"8922",1,9,16,63
"8923",0,2,13,1700
"8924",1,2,12,3000
"8925",1,19,12,14000
"8926",1,15,13,2000
"8927",1,39,11,5250
"8928",1,19,13,2400
"8929",0,9,9,112
"8930",0,13,11,384
"8931",0,13,11,0
"8932",0,15,10,0
"8933",1,2,10,0
"8934",1,13,12,3990
"8935",0,1,10,700
"8936",0,13,12,8000
"8937",1,13,11,7000
"8938",0,16,12,0
"8939",0,346,11,2000
"8940",0,17,8,1000
"8941",1,13,11,5500
"8942",0,17,12,5000
"8943",1,39,8,3000
"8944",1,15,14,10000
"8945",1,13,12,224
"8946",0,0,12,8912
"8947",1,2,13,10000
"8948",0,9,8,0
"8949",0,37,12,8800
"8950",0,39,9,560
"8951",1,2,15,2061
"8952",0,19,12,8000
"8953",0,13,11,6000
"8954",0,15,15,1400
"8955",0,19,8,0
"8956",0,16,12,4008
"8957",0,9,12,0
"8958",1,1,12,3000
"8959",0,13,13,2600
"8960",0,1,15,3500
"8961",0,28,12,6000
"8962",1,13,12,700
"8963",1,5,12,0
"8964",1,346,8,0
"8965",0,19,8,2571
"8966",0,19,12,1325
"8967",0,15,9,450
"8968",0,19,12,3000
"8969",1,2,11,3000
"8970",0,13,10,0
"8971",0,1,12,0
"8972",0,13,12,5000
"8973",0,0,11,900
"8974",0,39,12,5600
"8975",1,13,12,500
"8976",1,9,12,0
"8977",0,39,11,0
"8978",0,13,9,4000
"8979",0,16,11,2800
"8980",1,13,12,13000
"8981",0,37,12,2272
"8982",1,15,12,6000
"8983",0,1,11,278
"8984",0,2,12,1400
"8985",0,16,12,1260
"8986",0,16,17,1741
"8987",1,16,8,0
"8988",0,16,16,2200
"8989",0,39,14,2400
"8990",1,2,8,90
"8991",0,13,11,13658
"8992",1,39,8,6000
"8993",0,39,12,4604
"8994",1,16,14,4728
"8995",0,1,12,150
"8996",0,28,12,700
"8997",0,28,9,1000
"8998",1,28,12,1000
"8999",1,19,11,1200
"9000",0,39,11,6248
"9001",0,16,7,0
"9002",1,2,10,0
"9003",0,13,10,9500
"9004",1,28,16,800
"9005",1,13,8,0
"9006",0,19,14,800
"9007",0,16,12,2604
"9008",1,17,8,0
"9009",1,19,16,4435
"9010",0,16,12,0
"9011",1,13,12,12030
"9012",0,5,12,0
"9013",0,15,10,3432
"9014",1,13,8,0
"9015",0,37,12,750
"9016",0,16,12,2500
"9017",0,9,12,209
"9018",0,13,13,7000
"9019",0,40,12,0
"9020",0,2,10,1200
"9021",1,39,12,4864
"9022",1,9,12,13000
"9023",0,1,12,500
"9024",0,13,9,0
"9025",1,39,13,6000
"9026",0,13,11,950
"9027",0,1,13,0
"9028",1,1,12,4850
"9029",0,9,9,1648
"9030",0,16,11,1905
"9031",1,9,9,0
"9032",1,40,14,0
"9033",0,2,8,0
"9034",0,19,12,0
"9035",0,13,14,0
"9036",0,19,8,0
"9037",0,17,14,0
"9038",0,13,12,9000
"9039",0,17,11,0
"9040",0,5,12,0
"9041",0,13,12,4328
"9042",0,13,10,3800
"9043",0,9,11,0
"9044",1,39,11,4720
"9045",1,2,9,2000
"9046",0,16,15,1800
"9047",1,17,12,6720
"9048",0,13,11,0
"9049",0,1,8,0
"9050",1,2,10,2000
"9051",0,17,10,0
"9052",1,17,10,4000
"9053",1,1,10,5460
"9054",0,13,12,0
"9055",1,13,12,6400
"9056",0,39,12,72
"9057",1,19,17,5000
"9058",1,28,12,0
"9059",0,13,12,0
"9060",1,15,11,0
"9061",1,19,10,2814
"9062",0,39,12,900
"9063",0,1,8,600
"9064",1,19,12,680
"9065",0,17,9,1540
"9066",1,2,10,0
"9067",1,15,12,0
"9068",0,13,12,1600
"9069",1,19,12,200
"9070",0,13,12,9406
"9071",0,9,10,10200
"9072",1,2,10,0
"9073",1,1,12,11000
"9074",0,1,8,300
"9075",1,13,11,8000
"9076",0,17,12,0
"9077",0,16,16,8000
"9078",0,16,8,650
"9079",0,13,12,0
"9080",1,15,11,18200
"9081",0,9,8,0
"9082",0,13,12,0
"9083",1,2,12,400
"9084",1,0,12,4800
"9085",1,13,9,8000
"9086",1,5,10,2240
"9087",1,16,12,4518
"9088",0,19,9,250
"9089",0,13,12,1808
"9090",0,13,10,0
"9091",1,39,12,9980
"9092",0,15,13,0
"9093",1,1,8,0
"9094",1,40,12,0
"9095",1,5,10,200
"9096",0,19,13,999
"9097",1,13,12,7826
"9098",1,2,12,700
"9099",0,17,12,3234
"9100",0,16,12,0
"9101",0,1,12,400
"9102",1,0,15,5759
"9103",0,1,12,98
"9104",0,13,16,1800
"9105",1,13,12,0
"9106",1,16,11,700
"9107",1,1,17,2000
"9108",0,39,12,6300
"9109",0,5,12,13487
"9110",0,37,12,0
"9111",0,17,12,6700
"9112",0,15,12,150
"9113",1,28,11,9000
"9114",0,17,11,0
"9115",1,17,12,0
"9116",0,17,12,4864
"9117",0,39,9,4368
"9118",0,28,12,0
"9119",1,13,13,0
"9120",0,17,9,4545
"9121",0,37,12,0
"9122",0,2,10,0
"9123",1,13,14,2263
"9124",0,39,11,6000
"9125",1,39,14,7385
"9126",0,17,10,0
"9127",1,13,12,0
"9128",0,13,14,6432
"9129",1,13,7,7000
"9130",0,1,12,600
"9131",0,13,11,0
"9132",1,16,12,6650
"9133",0,9,8,10500
"9134",0,17,10,0
"9135",0,16,12,2000
"9136",0,15,15,4500
"9137",0,13,12,3000
"9138",0,15,15,0
"9139",1,39,12,12097
"9140",0,17,13,6859
"9141",0,13,14,98
"9142",1,5,13,0
"9143",0,9,11,0
"9144",1,19,12,0
"9145",1,40,12,704
"9146",0,16,14,2234
"9147",1,19,12,4000
"9148",1,19,14,0
"9149",0,16,12,0
"9150",0,16,11,2296
"9151",0,39,12,0
"9152",0,1,10,15000
"9153",0,13,8,700
"9154",1,15,14,8000
"9155",1,19,8,0
"9156",1,13,12,4240
